date,day_of_week,month,meal_type,item_name,item_category,quantity_made,quantity_sold,is_exam_week,is_holiday_nearby,is_weekend
2025-09-05,friday,9,breakfast,onion tomato chutney,condiment,618,70,0,1,0
2025-09-05,friday,9,breakfast,sprouts,healthy,853,178,0,1,0
2025-09-05,friday,9,breakfast,fruit salad,fruit,1065,408,0,1,0
2025-09-05,friday,9,breakfast,boiled egg,non-veg,958,332,0,1,0
2025-09-05,friday,9,breakfast,bread,bread items,560,93,0,1,0
2025-09-05,friday,9,breakfast,butter jam,bread items,560,76,0,1,0
2025-09-05,friday,9,breakfast,tea,beverage,1050,312,0,1,0
2025-09-05,friday,9,breakfast,coffee,beverage,630,129,0,1,0
2025-09-05,friday,9,breakfast,milk,beverage,420,61,0,1,0
2025-09-05,friday,9,lunch,kadi pakoda,veg curry,1637,804,0,1,0
2025-09-05,friday,9,lunch,dal fry,dal,1462,579,0,1,0
2025-09-05,friday,9,lunch,plain rice,roti/rice,1596,682,0,1,0
2025-09-05,friday,9,lunch,roti,roti/rice,1594,854,0,1,0
2025-09-05,friday,9,lunch,mix salad,salad,876,248,0,1,0
2025-09-05,friday,9,lunch,south indian plain rice,south indian,484,58,0,1,0
2025-09-05,friday,9,lunch,brinjal kuzhambu,south indian,484,44,0,1,0
2025-09-05,friday,9,lunch,veg aviyal,south indian,484,43,0,1,0
2025-09-05,friday,9,lunch,pickle,condiment,612,153,0,1,0
2025-09-05,friday,9,high tea,vada pav,snack,488,235,0,1,0
2025-09-05,friday,9,high tea,green chutney,condiment,685,219,0,1,0
2025-09-05,friday,9,high tea,tea,beverage,1050,362,0,1,0
2025-09-05,friday,9,high tea,coffee,beverage,630,127,0,1,0
2025-09-05,friday,9,high tea,milk,beverage,420,56,0,1,0
2025-09-05,friday,9,dinner,tandoori butter chicken gravy,non-veg,898,197,0,1,0
2025-09-05,friday,9,dinner,kadai paneer,veg curry,1708,786,0,1,0
2025-09-05,friday,9,dinner,dal tadka,dal,1436,646,0,1,0
2025-09-05,friday,9,dinner,plain roti,roti/rice,1665,710,0,1,0
2025-09-05,friday,9,dinner,plain rice,roti/rice,1541,768,0,1,0
2025-09-05,friday,9,dinner,south indian plain rice,south indian,484,52,0,1,0
2025-09-05,friday,9,dinner,puli rasam,south indian,484,60,0,1,0
2025-09-05,friday,9,dinner,pickle,condiment,643,156,0,1,0
2025-09-05,friday,9,dinner,tea,beverage,1050,331,0,1,0
2025-09-05,friday,9,dinner,coffee,beverage,630,115,0,1,0
2025-09-05,friday,9,dinner,milk,beverage,420,56,0,1,0
2025-09-06,saturday,9,breakfast,chole,veg curry,1714,786,0,1,1
2025-09-06,saturday,9,breakfast,bhature,roti/rice,1849,1144,0,1,1
2025-09-06,saturday,9,breakfast,mix cutfruit salad,fruit,977,248,0,1,1
2025-09-06,saturday,9,breakfast,sprouts,healthy,833,206,0,1,1
2025-09-06,saturday,9,breakfast,bread,bread items,560,96,0,1,1
2025-09-06,saturday,9,breakfast,butter jam,bread items,560,80,0,1,1
2025-09-06,saturday,9,breakfast,tea,beverage,1050,391,0,1,1
2025-09-06,saturday,9,breakfast,coffee,beverage,630,117,0,1,1
2025-09-06,saturday,9,breakfast,milk,beverage,420,48,0,1,1
2025-09-06,saturday,9,lunch,corn palak,veg curry,1477,616,0,1,1
2025-09-06,saturday,9,lunch,ghee rice,roti/rice,1613,730,0,1,1
2025-09-06,saturday,9,lunch,dal makhni,dal,1684,914,0,1,1
2025-09-06,saturday,9,lunch,plain roti,roti/rice,1712,810,0,1,1
2025-09-06,saturday,9,lunch,south indian plain rice,south indian,484,47,0,1,1
2025-09-06,saturday,9,lunch,potato kara portyal,south indian,484,50,0,1,1
2025-09-06,saturday,9,lunch,mix veg sambar,south indian,484,60,0,1,1
2025-09-06,saturday,9,lunch,rasam,south indian,484,57,0,1,1
2025-09-06,saturday,9,lunch,butter milk,beverage,1155,462,0,1,1
2025-09-06,saturday,9,lunch,pickle,condiment,637,165,0,1,1
2025-09-06,saturday,9,high tea,bread pakoda,snack,533,256,0,1,1
2025-09-06,saturday,9,high tea,red tomato chutney,condiment,608,234,0,1,1
2025-09-06,saturday,9,high tea,tea,beverage,1050,271,0,1,1
2025-09-06,saturday,9,high tea,coffee,beverage,630,115,0,1,1
2025-09-06,saturday,9,high tea,milk,beverage,420,48,0,1,1
2025-09-06,saturday,9,dinner,veg pulao,roti/rice,1380,534,0,1,1
2025-09-06,saturday,9,dinner,lahsun gravy,veg curry,1353,626,0,1,1
2025-09-06,saturday,9,dinner,dal makhani,dal,1581,877,0,1,1
2025-09-06,saturday,9,dinner,plain roti,roti/rice,1720,737,0,1,1
2025-09-06,saturday,9,dinner,thaur dal fry,south indian,484,58,0,1,1
2025-09-06,saturday,9,dinner,south indian plain rice,south indian,484,54,0,1,1
2025-09-06,saturday,9,dinner,parripu rasam,south indian,484,47,0,1,1
2025-09-06,saturday,9,dinner,pickle,condiment,569,113,0,1,1
2025-09-06,saturday,9,dinner,tea,beverage,1050,290,0,1,1
2025-09-06,saturday,9,dinner,coffee,beverage,630,132,0,1,1
2025-09-06,saturday,9,dinner,milk,beverage,420,49,0,1,1
2025-09-07,sunday,9,breakfast,masala dosa,south indian,484,113,0,0,1
2025-09-07,sunday,9,breakfast,mix veg dosa,south indian,484,90,0,0,1
2025-09-07,sunday,9,breakfast,sambhar,south indian,484,91,0,0,1
2025-09-07,sunday,9,breakfast,chutney,condiment,610,106,0,0,1
2025-09-07,sunday,9,breakfast,sprouts,healthy,839,338,0,0,1
2025-09-07,sunday,9,breakfast,banana,fruit,1261,672,0,0,1
2025-09-07,sunday,9,breakfast,boiled egg,non-veg,964,415,0,0,1
2025-09-07,sunday,9,breakfast,bread,bread items,560,133,0,0,1
2025-09-07,sunday,9,breakfast,butter jam,bread items,560,130,0,0,1
2025-09-07,sunday,9,breakfast,tea,beverage,1050,544,0,0,1
2025-09-07,sunday,9,breakfast,coffee,beverage,630,178,0,0,1
2025-09-07,sunday,9,breakfast,milk,beverage,420,90,0,0,1
2025-09-07,sunday,9,lunch,veg biryani,biryani,1883,1685,0,0,1
2025-09-07,sunday,9,lunch,chicken biryani,biryani,1935,1935,0,0,1
2025-09-07,sunday,9,lunch,butter paneer masala,veg curry,1688,1386,0,0,1
2025-09-07,sunday,9,lunch,dal kolhapuri,dal,1479,1006,0,0,1
2025-09-07,sunday,9,lunch,onion raita,dairy,1376,838,0,0,1
2025-09-07,sunday,9,lunch,plain roti,roti/rice,1566,1016,0,0,1
2025-09-07,sunday,9,lunch,pickle,condiment,547,180,0,0,1
2025-09-07,sunday,9,high tea,white sauce pasta,snack,814,669,0,0,1
2025-09-07,sunday,9,high tea,red sauce pasta,snack,784,676,0,0,1
2025-09-07,sunday,9,high tea,sauce chutney,condiment,562,286,0,0,1
2025-09-07,sunday,9,high tea,tea,beverage,1050,557,0,0,1
2025-09-07,sunday,9,high tea,coffee,beverage,630,180,0,0,1
2025-09-07,sunday,9,high tea,milk,beverage,420,79,0,0,1
2025-09-07,sunday,9,dinner,aloo white peas masala,veg curry,1408,854,0,0,1
2025-09-07,sunday,9,dinner,dal makhani,dal,1616,1242,0,0,1
2025-09-07,sunday,9,dinner,plain rice,roti/rice,1504,1099,0,0,1
2025-09-07,sunday,9,dinner,roti,roti/rice,1588,1251,0,0,1
2025-09-07,sunday,9,dinner,south indian plain rice,south indian,484,82,0,0,1
2025-09-07,sunday,9,dinner,bhindi portyal,south indian,484,73,0,0,1
2025-09-07,sunday,9,dinner,parripu rasam,south indian,484,71,0,0,1
2025-09-07,sunday,9,dinner,veg samba soup,south indian,484,74,0,0,1
2025-09-07,sunday,9,dinner,gulab jamun,dessert,500,500,0,0,1
2025-09-07,sunday,9,dinner,pickle,condiment,635,234,0,0,1
2025-09-07,sunday,9,dinner,tea,beverage,1050,496,0,0,1
2025-09-07,sunday,9,dinner,coffee,beverage,630,200,0,0,1
2025-09-07,sunday,9,dinner,milk,beverage,420,87,0,0,1
2025-09-08,monday,9,breakfast,idli,south indian,484,98,0,0,0
2025-09-08,monday,9,breakfast,vada,south indian,484,90,0,0,0
2025-09-08,monday,9,breakfast,sambhar,south indian,484,90,0,0,0
2025-09-08,monday,9,breakfast,chutney,condiment,626,88,0,0,0
2025-09-08,monday,9,breakfast,banana,fruit,1234,694,0,0,0
2025-09-08,monday,9,breakfast,bread,bread items,560,129,0,0,0
2025-09-08,monday,9,breakfast,butter jam,bread items,560,129,0,0,0
2025-09-08,monday,9,breakfast,tea,beverage,1050,557,0,0,0
2025-09-08,monday,9,breakfast,coffee,beverage,630,192,0,0,0
2025-09-08,monday,9,breakfast,milk,beverage,420,87,0,0,0
2025-09-08,monday,9,lunch,tawa roti,roti/rice,1696,1198,0,0,0
2025-09-08,monday,9,lunch,jeera aloo,veg curry,1433,932,0,0,0
2025-09-08,monday,9,lunch,dhal fry,dal,1586,1164,0,0,0
2025-09-08,monday,9,lunch,butter milk,beverage,1155,668,0,0,0
2025-09-08,monday,9,lunch,mix salad,salad,886,376,0,0,0
2025-09-08,monday,9,lunch,plain rice,roti/rice,1610,1195,0,0,0
2025-09-08,monday,9,lunch,more kuzhambu,south indian,484,78,0,0,0
2025-09-08,monday,9,lunch,raw banana portyal,south indian,484,67,0,0,0
2025-09-08,monday,9,lunch,pepper rasam,south indian,484,72,0,0,0
2025-09-08,monday,9,lunch,pickle,condiment,592,222,0,0,0
2025-09-08,monday,9,high tea,kachori,snack,546,402,0,0,0
2025-09-08,monday,9,high tea,tamarind chutney,condiment,642,327,0,0,0
2025-09-08,monday,9,high tea,tea,beverage,1050,484,0,0,0
2025-09-08,monday,9,high tea,coffee,beverage,630,189,0,0,0
2025-09-08,monday,9,high tea,milk,beverage,420,80,0,0,0
2025-09-08,monday,9,dinner,kadhai mix veg,veg curry,1291,769,0,0,0
2025-09-08,monday,9,dinner,egg gravy,non-veg,803,326,0,0,0
2025-09-08,monday,9,dinner,butter roti,roti/rice,1709,1198,0,0,0
2025-09-08,monday,9,dinner,multi grain kitchadi,roti/rice,992,463,0,0,0
2025-09-08,monday,9,dinner,veg portyal,south indian,484,77,0,0,0
2025-09-08,monday,9,dinner,plain rice,roti/rice,1583,1169,0,0,0
2025-09-08,monday,9,dinner,tomato rasam,south indian,484,78,0,0,0
2025-09-08,monday,9,dinner,rice kheer,dessert,516,457,0,0,0
2025-09-08,monday,9,dinner,tea,beverage,1050,545,0,0,0
2025-09-08,monday,9,dinner,coffee,beverage,630,203,0,0,0
2025-09-08,monday,9,dinner,milk,beverage,420,83,0,0,0
2025-09-08,monday,9,dinner,pickle,condiment,597,194,0,0,0
2025-09-09,tuesday,9,breakfast,poha,snack,1643,1142,0,0,0
2025-09-09,tuesday,9,breakfast,jalebi,dessert,425,337,0,0,0
2025-09-09,tuesday,9,breakfast,pongal,south indian,484,89,0,0,0
2025-09-09,tuesday,9,breakfast,chutney,condiment,519,79,0,0,0
2025-09-09,tuesday,9,breakfast,jeera aloo,veg curry,1191,670,0,0,0
2025-09-09,tuesday,9,breakfast,mix cutfruit salad,fruit,1007,461,0,0,0
2025-09-09,tuesday,9,breakfast,bread,bread items,560,131,0,0,0
2025-09-09,tuesday,9,breakfast,butter jam,bread items,560,122,0,0,0
2025-09-09,tuesday,9,breakfast,tea,beverage,1050,523,0,0,0
2025-09-09,tuesday,9,breakfast,coffee,beverage,630,203,0,0,0
2025-09-09,tuesday,9,breakfast,milk,beverage,420,78,0,0,0
2025-09-09,tuesday,9,lunch,white channa,veg curry,1543,1109,0,0,0
2025-09-09,tuesday,9,lunch,poori,roti/rice,1793,1385,0,0,0
2025-09-09,tuesday,9,lunch,mix dal,dal,1491,1057,0,0,0
2025-09-09,tuesday,9,lunch,mix salad,salad,919,370,0,0,0
2025-09-09,tuesday,9,lunch,south indian plain rice,south indian,484,84,0,0,0
2025-09-09,tuesday,9,lunch,bottle gourd kuzhambu,south indian,484,63,0,0,0
2025-09-09,tuesday,9,lunch,tomato rasam,south indian,484,77,0,0,0
2025-09-09,tuesday,9,lunch,butter milk,beverage,1155,613,0,0,0
2025-09-09,tuesday,9,lunch,pickle,condiment,519,190,0,0,0
2025-09-09,tuesday,9,high tea,samosa,snack,565,499,0,0,0
2025-09-09,tuesday,9,high tea,aloo lader matter,snack,549,392,0,0,0
2025-09-09,tuesday,9,high tea,red sauce chutney,condiment,553,283,0,0,0
2025-09-09,tuesday,9,high tea,tea,beverage,1050,490,0,0,0
2025-09-09,tuesday,9,high tea,coffee,beverage,630,196,0,0,0
2025-09-09,tuesday,9,high tea,milk,beverage,420,80,0,0,0
2025-09-09,tuesday,9,dinner,butter roti,roti/rice,1628,1241,0,0,0
2025-09-09,tuesday,9,dinner,fresh custard,dessert,500,470,0,0,0
2025-09-09,tuesday,9,dinner,bhindi masala,veg curry,1411,903,0,0,0
2025-09-09,tuesday,9,dinner,dal tadka,dal,1502,1118,0,0,0
2025-09-09,tuesday,9,dinner,plain rice,roti/rice,1538,994,0,0,0
2025-09-09,tuesday,9,dinner,pepper rasam,south indian,484,71,0,0,0
2025-09-09,tuesday,9,dinner,pickle,condiment,625,225,0,0,0
2025-09-09,tuesday,9,dinner,tea,beverage,1050,517,0,0,0
2025-09-09,tuesday,9,dinner,coffee,beverage,630,195,0,0,0
2025-09-09,tuesday,9,dinner,milk,beverage,420,82,0,0,0
2025-09-10,wednesday,9,breakfast,pav bhaji,snack,1696,1242,0,0,0
2025-09-10,wednesday,9,breakfast,upma,south indian,484,94,0,0,0
2025-09-10,wednesday,9,breakfast,chutney,condiment,583,90,0,0,0
2025-09-10,wednesday,9,breakfast,sprouts,healthy,861,307,0,0,0
2025-09-10,wednesday,9,breakfast,banana,fruit,1256,714,0,0,0
2025-09-10,wednesday,9,breakfast,boiled egg,non-veg,1026,446,0,0,0
2025-09-10,wednesday,9,breakfast,bread,bread items,560,137,0,0,0
2025-09-10,wednesday,9,breakfast,butter jam,bread items,560,121,0,0,0
2025-09-10,wednesday,9,breakfast,tea,beverage,1050,566,0,0,0
2025-09-10,wednesday,9,breakfast,coffee,beverage,630,191,0,0,0
2025-09-10,wednesday,9,breakfast,milk,beverage,420,82,0,0,0
2025-09-10,wednesday,9,lunch,veg kofta,veg curry,1529,1031,0,0,0
2025-09-10,wednesday,9,lunch,dal tadka,dal,1476,967,0,0,0
2025-09-10,wednesday,9,lunch,mutter pulao,roti/rice,1654,1166,0,0,0
2025-09-10,wednesday,9,lunch,roti,roti/rice,1715,1234,0,0,0
2025-09-10,wednesday,9,lunch,sweet boondi,dessert,454,413,0,0,0
2025-09-10,wednesday,9,lunch,mixed veg salad,salad,865,361,0,0,0
2025-09-10,wednesday,9,lunch,south indian plain rice,south indian,484,91,0,0,0
2025-09-10,wednesday,9,lunch,vegetable sambhar,south indian,484,81,0,0,0
2025-09-10,wednesday,9,lunch,pickle,condiment,507,186,0,0,0
2025-09-10,wednesday,9,high tea,cutlet,snack,611,450,0,0,0
2025-09-10,wednesday,9,high tea,red chilli sauce,condiment,641,355,0,0,0
2025-09-10,wednesday,9,high tea,tea,beverage,1050,543,0,0,0
2025-09-10,wednesday,9,high tea,coffee,beverage,630,175,0,0,0
2025-09-10,wednesday,9,high tea,milk,beverage,420,87,0,0,0
2025-09-10,wednesday,9,dinner,paneer masala,veg curry,1752,1458,0,0,0
2025-09-10,wednesday,9,dinner,kadai chicken masala,non-veg,891,344,0,0,0
2025-09-10,wednesday,9,dinner,plain dal,dal,1371,952,0,0,0
2025-09-10,wednesday,9,dinner,butter roti,roti/rice,1594,1190,0,0,0
2025-09-10,wednesday,9,dinner,plain rice,roti/rice,1518,1028,0,0,0
2025-09-10,wednesday,9,dinner,vegi rasam,south indian,484,80,0,0,0
2025-09-10,wednesday,9,dinner,pickle,condiment,667,224,0,0,0
2025-09-10,wednesday,9,dinner,tea,beverage,1050,538,0,0,0
2025-09-10,wednesday,9,dinner,coffee,beverage,630,182,0,0,0
2025-09-10,wednesday,9,dinner,milk,beverage,420,84,0,0,0
2025-09-11,thursday,9,breakfast,aloo paratha,roti/rice,1743,1320,0,0,0
2025-09-11,thursday,9,breakfast,dahi,dairy,1386,858,0,0,0
2025-09-11,thursday,9,breakfast,banana,fruit,1254,689,0,0,0
2025-09-11,thursday,9,breakfast,boiled egg,non-veg,964,461,0,0,0
2025-09-11,thursday,9,breakfast,bread,bread items,560,151,0,0,0
2025-09-11,thursday,9,breakfast,butter jam,bread items,560,122,0,0,0
2025-09-11,thursday,9,breakfast,tea,beverage,1050,494,0,0,0
2025-09-11,thursday,9,breakfast,coffee,beverage,630,179,0,0,0
2025-09-11,thursday,9,breakfast,milk,beverage,420,78,0,0,0
2025-09-11,thursday,9,lunch,rajma,veg curry,1778,1362,0,0,0
2025-09-11,thursday,9,lunch,jeera rice,roti/rice,1675,1255,0,0,0
2025-09-11,thursday,9,lunch,roti,roti/rice,1660,1322,0,0,0
